CustomerId,FirstName,LastName,City,Country,Phone,OrderId,OrderDate,OrderNumber,TotalAmount,ProductId,ProductName,UnitPrice,Package,IsDiscontinued,SupplierId,CompanyName,ContactName,City,Country,Phone,Fax
2,Ana,Trujillo,México D.F.,Mexico,(5) 555-4729,679,2014-03-04,543056,514.4,72,Mozzarella di Giovanni,34.8,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,118,2012-11-27,542495,403.2,11,Queso Cabrales,21,1 kg pkg.,FALSE,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Oviedo,Spain,(98) 598 76 54,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,260,2013-04-15,542637,881.25,43,Ipoh Coffee,46,16 - 500 g tins,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,260,2013-04-15,542637,881.25,48,Chocolade,12.75,10 pkgs.,FALSE,22,Zaanse Snoepfabriek,Dirk Luchte,Zaandam,Netherlands,(12345) 1212,(12345) 1210
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,288,2013-05-13,542665,2156.5,11,Queso Cabrales,21,1 kg pkg.,FALSE,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Oviedo,Spain,(98) 598 76 54,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,288,2013-05-13,542665,2156.5,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,288,2013-05-13,542665,2156.5,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,288,2013-05-13,542665,2156.5,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pâturage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,326,2013-06-19,542703,2082,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,326,2013-06-19,542703,2082,34,Sasquatch Ale,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,326,2013-06-19,542703,2082,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,430,2013-09-22,542807,956.9,26,Gumb?r Gummib?rchen,31.23,100 - 250 g bags,FALSE,11,Heli Sü?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,430,2013-09-22,542807,956.9,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,435,2013-09-25,542812,375.5,33,Geitost,2.5,500 g,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,435,2013-09-25,542812,375.5,66,Louisiana Hot Spiced Okra,17,24 - 8 oz jars,FALSE,2,New Orleans Cajun Delights,Shelley Burke,New Orleans,USA,(100) 555-4822,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,435,2013-09-25,542812,375.5,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,609,2014-01-28,542986,660,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,NULL
3,Antonio,Moreno,México D.F.,Mexico,(5) 555-3932,609,2014-01-28,542986,660,42,Singaporean Hokkien Fried Mee,14,32 - 1 kg pkgs.,TRUE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,108,2012-11-15,542485,480,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,108,2012-11-15,542485,480,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
4,Thomas,Hardy,London,UK,(171) 555-7788,136,2012-12-16,542513,899,13,Konbu,6,2 kg box,FALSE,6,Mayumi's,Mayumi Ohno,Osaka,Japan,(06) 431-7877,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,136,2012-12-16,542513,899,50,Valkoinen suklaa,16.25,12 - 100 g bars,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,136,2012-12-16,542513,899,56,Gnocchi di nonna Alice,38,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
4,Thomas,Hardy,London,UK,(171) 555-7788,206,2013-02-21,542583,453,48,Chocolade,12.75,10 pkgs.,FALSE,22,Zaanse Snoepfabriek,Dirk Luchte,Zaandam,Netherlands,(12345) 1212,(12345) 1210
4,Thomas,Hardy,London,UK,(171) 555-7788,206,2013-02-21,542583,453,70,Outback Lager,15,24 - 355 ml bottles,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
4,Thomas,Hardy,London,UK,(171) 555-7788,311,2013-06-04,542688,2142.9,47,Zaanse koeken,9.5,10 - 4 oz boxes,FALSE,22,Zaanse Snoepfabriek,Dirk Luchte,Zaandam,Netherlands,(12345) 1212,(12345) 1210
4,Thomas,Hardy,London,UK,(171) 555-7788,311,2013-06-04,542688,2142.9,51,Manjimup Dried Apples,53,50 - 300 g pkgs.,FALSE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
4,Thomas,Hardy,London,UK,(171) 555-7788,311,2013-06-04,542688,2142.9,52,Filo Mix,7,16 - 2 kg boxes,FALSE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
4,Thomas,Hardy,London,UK,(171) 555-7788,311,2013-06-04,542688,2142.9,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
4,Thomas,Hardy,London,UK,(171) 555-7788,311,2013-06-04,542688,2142.9,73,R?d Kaviar,15,24 - 150 g jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,460,2013-10-16,542837,1704,55,Pâté chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,Montréal,Canada,(514) 555-9022,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,460,2013-10-16,542837,1704,57,Ravioli Angelo,19.5,24 - 250 g pkgs.,FALSE,26,Pasta Buttini s.r.l.,Giovanni Giudici,Salerno,Italy,(089) 6547665,(089) 6547667
4,Thomas,Hardy,London,UK,(171) 555-7788,460,2013-10-16,542837,1704,70,Outback Lager,15,24 - 355 ml bottles,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
4,Thomas,Hardy,London,UK,(171) 555-7788,494,2013-11-14,542871,285,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,769,2014-04-10,543146,491.5,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
4,Thomas,Hardy,London,UK,(171) 555-7788,769,2014-04-10,543146,491.5,36,Inlagd Sill,19,24 - 250 g  jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,496,2013-11-17,542873,336,46,Spegesild,12,4 - 450 g glasses,FALSE,21,Lyngbysild,Niels Petersen,Lyngby,Denmark,43844108,43844115
4,Thomas,Hardy,London,UK,(171) 555-7788,521,2013-12-08,542898,1477,22,Gustaf's Kn?ckebr?d,21,24 - 500 g pkgs.,FALSE,9,PB Kn?ckebr?d AB,Lars Peterson,G?teborg,Sweden,031-987 65 43,031-987 65 91
4,Thomas,Hardy,London,UK,(171) 555-7788,521,2013-12-08,542898,1477,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
4,Thomas,Hardy,London,UK,(171) 555-7788,521,2013-12-08,542898,1477,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pâturage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
4,Thomas,Hardy,London,UK,(171) 555-7788,521,2013-12-08,542898,1477,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,546,2013-12-24,542923,191.1,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
4,Thomas,Hardy,London,UK,(171) 555-7788,546,2013-12-24,542923,191.1,52,Filo Mix,7,16 - 2 kg boxes,FALSE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
4,Thomas,Hardy,London,UK,(171) 555-7788,617,2014-02-02,542994,282,35,Steeleye Stout,18,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,617,2014-02-02,542994,282,67,Laughing Lumberjack Lager,14,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,673,2014-03-03,543050,390,50,Valkoinen suklaa,16.25,12 - 100 g bars,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,NULL
4,Thomas,Hardy,London,UK,(171) 555-7788,706,2014-03-16,543083,4675,31,Gorgonzola Telino,12.5,12 - 100 g pkgs,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
4,Thomas,Hardy,London,UK,(171) 555-7788,706,2014-03-16,543083,4675,20,Sir Rodney's Marmalade,81,30 gift boxes,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,31,2012-08-12,542408,1488.8,44,Gula Malacca,19.45,20 - 2 kg bags,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,31,2012-08-12,542408,1488.8,59,Raclette Courdavault,55,5 kg pkg.,FALSE,28,Gai pâturage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,31,2012-08-12,542408,1488.8,63,Vegie-spread,43.9,15 - 625 g jars,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,31,2012-08-12,542408,1488.8,73,R?d Kaviar,15,24 - 150 g jars,FALSE,17,Svensk Sj?f?da AB,Michael Bj?rn,Stockholm,Sweden,08-123 45 67,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,33,2012-08-14,542410,613.2,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,33,2012-08-14,542410,613.2,55,Pâté chinois,24,24 boxes x 2 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,Montréal,Canada,(514) 555-9022,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,33,2012-08-14,542410,613.2,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,137,2012-12-16,542514,2222.4,20,Sir Rodney's Marmalade,81,30 gift boxes,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,137,2012-12-16,542514,2222.4,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pâturage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,197,2013-02-12,542574,1031.7,17,Alice Mutton,39,20 - 1 kg tins,TRUE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,197,2013-02-12,542574,1031.7,26,Gumb?r Gummib?rchen,31.23,100 - 250 g bags,FALSE,11,Heli Sü?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,197,2013-02-12,542574,1031.7,35,Steeleye Stout,18,24 - 12 oz bottles,FALSE,16,Bigfoot Breweries,Cheryl Saylor,Bend,USA,(503) 555-9931,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,197,2013-02-12,542574,1031.7,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,198,2013-02-13,542575,174.9,39,Chartreuse verte,18,750 cc per bottle,FALSE,18,Aux joyeux ecclésiastiques,Guylène Nodier,Paris,France,(1) 03.83.00.68,(1) 03.83.00.62
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,198,2013-02-13,542575,174.9,54,Tourtière,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,Montréal,Canada,(514) 555-9022,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,277,2013-05-01,542654,3192.65,10,Ikura,31,12 - 200 ml jars,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,277,2013-05-01,542654,3192.65,30,Nord-Ost Matjeshering,25.89,10 - 200 g glasses,FALSE,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Cuxhaven,Germany,(04721) 8713,(04721) 8714
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,277,2013-05-01,542654,3192.65,43,Ipoh Coffee,46,16 - 500 g tins,FALSE,20,Leka Trading,Chandra Leka,Singapore,Singapore,555-8787,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,277,2013-05-01,542654,3192.65,54,Tourtière,7.45,16 pies,FALSE,25,Ma Maison,Jean-Guy Lauzon,Montréal,Canada,(514) 555-9022,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,531,2013-12-16,542908,96.5,41,Jack's New England Clam Chowder,9.65,12 - 12 oz cans,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,590,2014-01-16,542967,1254,13,Konbu,6,2 kg box,FALSE,6,Mayumi's,Mayumi Ohno,Osaka,Japan,(06) 431-7877,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,590,2014-01-16,542967,1254,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,590,2014-01-16,542967,1254,47,Zaanse koeken,9.5,10 - 4 oz boxes,FALSE,22,Zaanse Snoepfabriek,Dirk Luchte,Zaandam,Netherlands,(12345) 1212,(12345) 1210
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,590,2014-01-16,542967,1254,76,Lakkalik??ri,18,500 ml,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,610,2014-01-28,542987,2630.95,3,Aniseed Syrup,10,12 - 550 ml bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,610,2014-01-28,542987,2630.95,26,Gumb?r Gummib?rchen,31.23,100 - 250 g bags,FALSE,11,Heli Sü?waren GmbH & Co. KG,Petra Winkler,Berlin,Germany,(010) 9984510,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,610,2014-01-28,542987,2630.95,29,Thüringer Rostbratwurst,123.79,50 bags x 30 sausgs.,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,619,2014-02-03,542996,1461.6,2,Chang,19,24 - 12 oz bottles,FALSE,1,Exotic Liquids,Charlotte Cooper,London,UK,(171) 555-2222,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,619,2014-02-03,542996,1461.6,24,Guaran? Fant?stica,4.5,12 - 355 ml cans,TRUE,10,Refrescos Americanas LTDA,Carlos Diaz,Sao Paulo,Brazil,(11) 555 4640,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,619,2014-02-03,542996,1461.6,30,Nord-Ost Matjeshering,25.89,10 - 200 g glasses,FALSE,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Cuxhaven,Germany,(04721) 8713,(04721) 8714
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,628,2014-02-06,543005,729.5,19,Teatime Chocolate Biscuits,9.2,10 boxes x 12 pieces,FALSE,8,"Specialty Biscuits, Ltd.",Peter Wilson,Manchester,UK,(161) 555-4448,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,628,2014-02-06,543005,729.5,47,Zaanse koeken,9.5,10 - 4 oz boxes,FALSE,22,Zaanse Snoepfabriek,Dirk Luchte,Zaandam,Netherlands,(12345) 1212,(12345) 1210
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,628,2014-02-06,543005,729.5,49,Maxilaku,20,24 - 50 g pkgs.,FALSE,23,Karkki Oy,Anne Heikkonen,Lappeenranta,Finland,(953) 10956,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,677,2014-03-04,543054,2034.5,10,Ikura,31,12 - 200 ml jars,FALSE,4,Tokyo Traders,Yoshi Nagase,Tokyo,Japan,(03) 3555-5011,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,677,2014-03-04,543054,2034.5,28,R?ssle Sauerkraut,45.6,25 - 825 g cans,TRUE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,677,2014-03-04,543054,2034.5,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,325,2013-06-18,542702,1565.65,16,Pavlova,17.45,32 - 500 g boxes,FALSE,7,"Pavlova, Ltd.",Ian Devling,Melbourne,Australia,(03) 444-2343,(03) 444-6588
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,325,2013-06-18,542702,1565.65,32,Mascarpone Fabioli,32,24 - 200 g pkgs.,FALSE,14,Formaggi Fortini s.r.l.,Elio Rossi,Ravenna,Italy,(0544) 60323,(0544) 60603
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,325,2013-06-18,542702,1565.65,40,Boston Crab Meat,18.4,24 - 4 oz tins,FALSE,19,New England Seafood Cannery,Robb Merchant,Boston,USA,(617) 555-3267,(617) 555-3389
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,325,2013-06-18,542702,1565.65,75,Rh?nbr?u Klosterbier,7.75,24 - 0.5 l bottles,FALSE,12,Plutzer Lebensmittelgro?m?rkte AG,Martin Bein,Frankfurt,Germany,(069) 992755,NULL
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,379,2013-08-11,542756,1503.6,53,Perth Pasties,32.8,48 pieces,TRUE,24,"G'day, Mate",Wendy Mackenzie,Sydney,Australia,(02) 555-5914,(02) 555-4873
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,379,2013-08-11,542756,1503.6,60,Camembert Pierrot,34,15 - 300 g rounds,FALSE,28,Gai pâturage,Eliane Noz,Annecy,France,38.76.98.06,38.76.98.58
5,Christina,Berglund,Lule?,Sweden,0921-12 34 65,379,2013-08-11,542756,1503.6,71,Flotemysost,21.5,10 - 500 g pkgs.,FALSE,15,Norske Meierier,Beate Vileid,Sandvika,Norway,(0)2-953010,NULL
